date,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,測站最高氣壓(hPa)StnPresMax,測站最高氣壓時間(LST)StnPresMaxTime,測站最低氣壓(hPa)StnPresMin,測站最低氣壓時間(LST)StnPresMinTime,Temperature,最高氣溫(℃)T Max,最高氣溫時間(LST)T Max Time,最低氣溫(℃)T Min,最低氣溫時間(LST)T Min Time,露點溫度(℃)Td dew point,相對溼度(%)RH,最小相對溼度(%)RHMin,最小相對溼度時間(LST)RHMinTime,風速(m/s)WS,風向(最多風向)(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,最大陣風風速時間(LST)WGustTime,降水量(mm)Precp,降水時數(hr)PrecpHour,10分鐘最大降水量(mm)PrecpMax10,10分鐘最大降水起始時間(LST)PrecpMax10Time,一小時最大降水量(mm)PrecpHrMax,一小時最大降水量起始時間(LST)PrecpHrMaxTime,日照時數(hr)SunShine,日照率(%)SunShineRate,全天空日射量(MJ/㎡)GloblRad,能見度(km)VisbMean,A型蒸發量(mm)EvapA
2015-02-15,1013.8,1017.0,1015.9,2015-02-15 00:08,1011.9,2015-02-15 16:24,21.9,26.2,2015-02-15 12:29,18.0,2015-02-15 05:11,11.8,53,41,2015-02-15 00:01,1.5,30.0,5.3,40.0,2015-02-15 23:20,0.0,0.0,0.0,,0.0,,3.9,34.5,11.86,5.1,
2015-02-16,1012.5,1015.6,1014.4,2015-02-16 08:34,1010.2,2015-02-16 15:58,21.3,26.1,2015-02-16 12:08,17.4,2015-02-16 06:09,16.9,77,59,2015-02-16 00:03,3.1,30.0,10.2,320.0,2015-02-16 13:02,7.5,2.7,3.0,2015-02-16 05:23,7.5,2015-02-16 04:45,7.3,64.4,15.51,3.8,
2015-02-17,1012.9,1016.0,1015.1,2015-02-17 23:14,1010.9,2015-02-17 15:04,20.6,25.7,2015-02-17 15:46,17.8,2015-02-17 06:39,16.8,79,63,2015-02-17 16:02,2.2,20.0,8.0,40.0,2015-02-17 18:59,0.0,0.0,0.0,,0.0,,3.6,31.7,12.23,3.2,
2015-02-18,1015.5,1018.6,1017.6,2015-02-18 23:23,1013.6,2015-02-18 14:14,20.1,25.7,2015-02-18 13:25,16.6,2015-02-18 06:32,15.3,74,60,2015-02-18 13:24,2.9,20.0,8.2,30.0,2015-02-18 20:03,0.0,0.0,0.0,,0.0,,9.4,82.6,16.43,2.8,
2015-02-19,1017.4,1020.6,1019.3,2015-02-19 09:59,1015.7,2015-02-19 16:37,19.5,24.6,2015-02-19 14:15,15.8,2015-02-19 07:02,14.2,72,57,2015-02-19 14:15,2.8,20.0,8.6,30.0,2015-02-19 03:23,0.0,0.0,0.0,,0.0,,9.4,82.5,17.04,4.4,
2015-02-20,1016.1,1019.2,1018.6,2015-02-20 09:39,1013.7,2015-02-20 16:32,20.1,24.2,2015-02-20 13:16,17.2,2015-02-20 06:36,15.2,73,61,2015-02-20 13:16,2.4,30.0,8.0,330.0,2015-02-20 13:46,0.0,0.0,0.0,,0.0,,8.2,71.8,16.58,6.0,
2015-02-21,1013.2,1016.4,1015.1,2015-02-21 00:01,1010.6,2015-02-21 15:36,21.4,25.8,2015-02-21 14:15,18.2,2015-02-21 06:35,16.6,75,58,2015-02-21 11:23,3.0,170.0,11.2,190.0,2015-02-21 16:22,14.0,4.6,3.5,2015-02-21 19:45,7.0,2015-02-21 19:21,0.5,4.4,7.20,5.1,
2015-02-22,1013.2,1016.3,1014.9,2015-02-22 09:41,1011.5,2015-02-22 16:38,21.9,26.7,2015-02-22 13:00,19.5,2015-02-22 06:42,19.0,84,69,2015-02-22 12:52,2.7,30.0,8.9,320.0,2015-02-22 14:23,0.5,0.2,0.5,2015-02-22 00:03,0.5,2015-02-22 00:03,6.6,57.6,15.84,7.4,
2015-02-23,1013.0,1016.2,1014.4,2015-02-23 09:02,1010.8,2015-02-23 16:02,21.0,25.3,2015-02-23 12:28,19.1,2015-02-23 22:38,18.3,85,74,2015-02-23 14:07,2.5,30.0,8.5,20.0,2015-02-23 12:50,0.0,0.0,0.0,,0.0,,2.1,18.3,11.93,2.2,
2015-02-24,1012.1,1015.3,1014.6,2015-02-24 08:48,1008.9,2015-02-24 15:24,21.2,27.2,2015-02-24 15:02,18.3,2015-02-24 06:24,17.9,82,60,2015-02-24 15:41,3.6,30.0,10.3,30.0,2015-02-24 13:06,0.0,0.0,0.0,,0.0,,7.0,60.9,17.10,6.6,
2015-02-25,1011.8,1014.9,1013.8,2015-02-25 08:39,1009.5,2015-02-25 15:03,22.6,26.9,2015-02-25 13:31,19.0,2015-02-25 05:08,18.5,78,66,2015-02-25 13:31,2.4,30.0,7.3,30.0,2015-02-25 04:47,0.0,0.0,0.0,,0.0,,9.1,79.0,17.72,4.3,
2015-02-26,1011.9,1015.1,1013.9,2015-02-26 23:52,1009.9,2015-02-26 15:42,23.7,29.2,2015-02-26 13:27,20.5,2015-02-26 23:54,19.2,77,56,2015-02-26 13:17,2.7,20.0,9.9,320.0,2015-02-26 14:37,0.0,0.0,0.0,,0.0,,9.5,82.3,18.29,5.3,
2015-02-27,1013.8,1017.0,1015.7,2015-02-27 10:04,1011.4,2015-02-27 15:38,21.3,26.4,2015-02-27 12:44,18.8,2015-02-27 23:32,17.3,78,65,2015-02-27 12:20,4.1,30.0,10.9,30.0,2015-02-27 19:10,0.0,0.0,0.0,,0.0,,4.6,39.8,15.09,4.8,
2015-02-28,1013.9,1017.0,1016.0,2015-02-28 09:49,1011.5,2015-02-28 17:14,22.1,28.4,2015-02-28 14:19,18.6,2015-02-28 01:25,17.5,76,59,2015-02-28 14:19,3.4,20.0,9.5,40.0,2015-02-28 00:37,0.0,0.0,0.0,,0.0,,7.4,63.9,17.66,7.4,
2015-03-01,1015.2,1018.4,1016.9,2015-03-01 09:20,1013.2,2015-03-01 15:19,19.9,25.7,2015-03-01 11:57,15.3,2015-03-01 23:48,14.9,74,60,2015-03-01 11:56,4.9,20.0,15.7,20.0,2015-03-01 17:44,0.0,0.0,0.0,,0.0,,9.5,81.8,19.63,7.1,
2015-03-02,1013.3,1016.5,1016.7,2015-03-02 09:41,1010.3,2015-03-02 17:52,19.0,23.9,2015-03-02 13:29,14.5,2015-03-02 00:51,13.2,69,58,2015-03-02 13:29,2.3,20.0,9.3,20.0,2015-03-02 01:25,0.0,0.0,0.0,,0.0,,5.1,43.8,14.43,5.8,
2015-03-03,1010.0,1013.1,1012.4,2015-03-03 08:42,1007.0,2015-03-03 15:18,22.4,28.1,2015-03-03 12:00,17.8,2015-03-03 06:25,17.6,75,57,2015-03-03 11:18,3.2,30.0,9.0,240.0,2015-03-03 12:42,0.0,0.0,0.0,,0.0,,9.9,84.9,19.29,5.1,
2015-03-04,1012.7,1015.8,1015.1,2015-03-04 22:58,1010.0,2015-03-04 01:57,20.1,23.5,2015-03-04 15:41,17.2,2015-03-04 06:32,15.4,75,64,2015-03-04 14:52,3.3,20.0,8.7,350.0,2015-03-04 22:55,0.0,0.0,0.0,,0.0,,0.3,2.6,10.41,3.9,
2015-03-05,1014.0,1017.1,1015.8,2015-03-05 08:44,1012.0,2015-03-05 15:17,20.6,25.3,2015-03-05 14:52,16.4,2015-03-05 06:32,15.7,74,63,2015-03-05 10:21,3.4,30.0,9.0,30.0,2015-03-05 20:27,0.0,0.0,0.0,,0.0,,9.9,84.6,19.02,5.3,
2015-03-06,1013.8,1017.0,1015.4,2015-03-06 08:25,1011.6,2015-03-06 14:48,20.7,25.4,2015-03-06 14:03,18.0,2015-03-06 05:41,16.2,76,64,2015-03-06 11:36,3.8,360.0,10.4,30.0,2015-03-06 19:57,0.0,0.0,0.0,,0.0,,7.4,63.1,15.42,5.5,
2015-03-07,1014.8,1017.9,1016.5,2015-03-07 09:40,1013.3,2015-03-07 14:51,20.8,25.4,2015-03-07 14:12,18.1,2015-03-07 05:53,16.3,76,64,2015-03-07 11:53,3.6,20.0,9.4,360.0,2015-03-07 16:51,0.0,0.0,0.0,,0.0,,7.1,60.5,17.17,5.6,
2015-03-08,1014.6,1017.8,1016.1,2015-03-08 09:05,1013.2,2015-03-08 15:54,20.5,25.2,2015-03-08 13:38,17.8,2015-03-08 04:05,16.5,78,66,2015-03-08 13:33,3.7,20.0,9.4,330.0,2015-03-08 14:35,0.0,0.0,0.0,,0.0,,7.2,61.2,16.69,3.3,
2015-03-09,1014.5,1017.7,1017.9,2015-03-09 22:26,1012.4,2015-03-09 14:32,21.9,26.6,2015-03-09 14:57,16.9,2015-03-09 23:01,16.0,69,56,2015-03-09 16:02,4.5,10.0,14.6,30.0,2015-03-09 11:50,0.0,0.0,0.0,,0.0,,10.1,85.7,18.91,4.4,
2015-03-10,1018.1,1021.3,1019.8,2015-03-10 23:51,1016.5,2015-03-10 02:30,16.9,18.7,2015-03-10 15:39,15.6,2015-03-10 23:47,12.0,73,67,2015-03-10 01:33,3.5,30.0,9.9,20.0,2015-03-10 21:13,0.0,0.0,0.0,,0.0,,0.0,0.0,2.13,3.9,
2015-03-11,1018.1,1021.3,1019.8,2015-03-11 00:03,1016.3,2015-03-11 15:18,17.3,21.6,2015-03-11 11:57,14.6,2015-03-11 05:53,12.5,73,61,2015-03-11 12:21,3.7,30.0,8.9,50.0,2015-03-11 16:20,0.0,0.0,0.0,,0.0,,1.3,11.0,11.44,5.4,
2015-03-12,1016.4,1019.6,1018.2,2015-03-12 00:01,1014.0,2015-03-12 15:29,17.5,21.7,2015-03-12 12:00,15.6,2015-03-12 23:38,13.3,76,66,2015-03-12 12:11,3.8,20.0,9.6,30.0,2015-03-12 05:59,0.0,0.0,0.0,,0.0,,1.3,11.0,10.30,6.4,
2015-03-13,1016.1,1019.3,1018.0,2015-03-13 21:47,1014.2,2015-03-13 15:06,19.4,26.3,2015-03-13 12:43,14.6,2015-03-13 04:46,14.8,75,53,2015-03-13 12:43,2.3,30.0,7.3,320.0,2015-03-13 15:33,0.0,0.0,0.0,,0.0,,10.1,85.0,20.03,3.8,
2015-03-14,1016.2,1019.3,1018.0,2015-03-14 08:33,1013.8,2015-03-14 15:15,21.9,26.6,2015-03-14 13:23,17.8,2015-03-14 04:01,17.1,75,57,2015-03-14 11:58,2.3,40.0,6.5,260.0,2015-03-14 14:37,0.0,0.0,0.0,,0.0,,9.3,78.2,19.21,3.2,
2015-03-15,1014.3,1017.4,1016.1,2015-03-15 08:10,1011.7,2015-03-15 14:35,24.5,29.1,2015-03-15 11:06,20.2,2015-03-15 04:06,19.6,75,57,2015-03-15 11:02,3.6,210.0,13.1,210.0,2015-03-15 14:01,0.0,0.0,0.0,,0.0,,9.9,83.0,18.97,7.0,
2015-03-16,1013.4,1016.5,1015.9,2015-03-16 09:42,1011.4,2015-03-16 17:14,24.5,27.7,2015-03-16 12:53,22.8,2015-03-16 08:53,21.4,83,75,2015-03-16 07:15,2.6,200.0,9.6,210.0,2015-03-16 13:30,1.6,2.6,1.0,2015-03-16 08:37,1.2,2015-03-16 07:58,4.2,35.2,11.07,9.1,
2015-03-17,1011.2,1014.3,1013.7,2015-03-17 09:02,1008.8,2015-03-17 18:17,25.0,28.4,2015-03-17 11:33,23.2,2015-03-17 02:41,21.0,79,69,2015-03-17 11:26,4.0,200.0,11.7,220.0,2015-03-17 14:13,0.0,0.0,0.0,,0.0,,8.8,73.5,17.73,10.0,
2015-03-18,1009.9,1013.0,1011.9,2015-03-18 08:48,1007.9,2015-03-18 15:22,24.8,28.4,2015-03-18 11:30,22.4,2015-03-18 03:06,19.5,73,55,2015-03-18 13:12,3.6,200.0,13.7,220.0,2015-03-18 15:23,0.0,0.0,0.0,,0.0,,10.4,86.7,20.52,10.6,
2015-03-19,1010.6,1013.7,1012.5,2015-03-19 23:15,1008.3,2015-03-19 14:58,25.3,29.3,2015-03-19 10:21,22.4,2015-03-19 05:24,20.2,74,58,2015-03-19 09:59,2.4,340.0,6.7,310.0,2015-03-19 16:24,0.0,0.0,0.0,,0.0,,10.8,89.9,20.85,9.0,
2015-03-20,1012.7,1015.8,1014.7,2015-03-20 09:34,1011.2,2015-03-20 03:11,24.2,28.7,2015-03-20 13:56,22.3,2015-03-20 05:21,20.2,79,61,2015-03-20 15:27,2.5,20.0,6.9,310.0,2015-03-20 15:55,0.0,0.0,0.0,,0.0,,7.0,58.2,16.38,3.5,
2015-03-21,1013.3,1016.5,1014.7,2015-03-21 09:33,1011.5,2015-03-21 16:24,23.8,27.1,2015-03-21 12:11,21.4,2015-03-21 04:24,19.8,78,67,2015-03-21 12:11,3.2,30.0,11.0,40.0,2015-03-21 20:58,0.0,0.0,0.0,,0.0,,2.3,19.1,11.34,3.3,
2015-03-22,1013.8,1017.0,1015.5,2015-03-22 21:40,1012.0,2015-03-22 15:24,22.7,26.7,2015-03-22 14:34,20.6,2015-03-22 06:30,17.8,74,65,2015-03-22 15:03,2.7,30.0,7.3,30.0,2015-03-22 01:12,0.0,0.0,0.0,,0.0,,0.2,1.7,7.06,3.3,
2015-03-23,1015.1,1018.2,1017.9,2015-03-23 21:11,1013.0,2015-03-23 04:44,20.8,26.1,2015-03-23 11:11,17.0,2015-03-23 22:18,15.7,73,62,2015-03-23 10:26,3.6,30.0,16.5,20.0,2015-03-23 15:20,3.5,1.1,2.0,2015-03-23 21:41,3.5,2015-03-23 21:41,2.3,19.0,9.40,4.8,
2015-03-24,1017.2,1020.4,1019.4,2015-03-24 21:23,1015.5,2015-03-24 14:38,20.6,26.3,2015-03-24 13:35,17.0,2015-03-24 02:51,16.1,76,62,2015-03-24 13:20,4.0,10.0,10.8,40.0,2015-03-24 00:40,0.0,0.0,0.0,,0.0,,5.1,42.1,16.30,7.1,
2015-03-25,1020.2,1023.4,1022.0,2015-03-25 22:57,1018.2,2015-03-25 03:53,19.5,23.7,2015-03-25 12:38,17.3,2015-03-25 21:50,15.1,76,66,2015-03-25 13:22,4.4,30.0,11.2,40.0,2015-03-25 15:41,0.0,0.0,0.0,,0.0,,2.3,18.9,14.21,7.1,
2015-03-26,1020.3,1023.4,1021.5,2015-03-26 00:16,1018.7,2015-03-26 15:46,20.8,25.8,2015-03-26 12:34,16.8,2015-03-26 03:40,16.7,78,63,2015-03-26 12:07,3.3,40.0,8.8,30.0,2015-03-26 00:22,0.0,0.0,0.0,,0.0,,1.8,14.8,13.25,5.0,
2015-03-27,1017.6,1020.8,1020.5,2015-03-27 00:01,1015.0,2015-03-27 15:43,22.0,27.3,2015-03-27 14:08,19.3,2015-03-27 03:42,17.8,78,58,2015-03-27 14:23,4.2,30.0,11.4,360.0,2015-03-27 12:52,0.0,0.0,0.0,,0.0,,5.7,46.7,16.79,4.4,
2015-03-28,1014.4,1017.5,1016.4,2015-03-28 08:14,1012.5,2015-03-28 15:02,22.5,27.5,2015-03-28 12:17,17.8,2015-03-28 06:23,15.7,67,51,2015-03-28 14:53,2.7,30.0,7.8,350.0,2015-03-28 13:38,0.0,0.0,0.0,,0.0,,6.4,52.4,17.59,6.8,
2015-03-29,1013.5,1016.7,1015.5,2015-03-29 09:05,1011.7,2015-03-29 15:19,23.8,28.5,2015-03-29 12:45,20.3,2015-03-29 04:52,16.7,65,42,2015-03-29 11:41,2.1,40.0,8.0,320.0,2015-03-29 13:57,0.0,0.0,0.0,,0.0,,10.2,83.3,21.18,6.3,
2015-03-30,1012.6,1015.7,1014.1,2015-03-30 08:47,1011.2,2015-03-30 15:45,25.4,29.4,2015-03-30 10:33,22.2,2015-03-30 05:35,18.9,68,53,2015-03-30 10:32,1.8,260.0,8.0,250.0,2015-03-30 14:47,0.0,0.0,0.0,,0.0,,9.2,75.0,20.71,8.0,
2015-03-31,1011.6,1014.7,1014.0,2015-03-31 08:30,1010.2,2015-03-31 15:54,25.9,29.2,2015-03-31 13:05,23.7,2015-03-31 06:07,21.7,78,67,2015-03-31 09:53,3.2,210.0,14.0,220.0,2015-03-31 13:53,0.0,0.0,0.0,,0.0,,4.5,36.6,16.46,10.4,
2015-04-01,1010.6,1013.7,1012.6,2015-04-01 08:17,1008.8,2015-04-01 16:01,26.1,29.6,2015-04-01 10:26,23.8,2015-04-01 05:31,22.6,82,68,2015-04-01 11:50,2.8,240.0,9.8,210.0,2015-04-01 14:26,0.0,0.0,0.0,,0.0,,9.8,79.6,22.73,11.6,
2015-04-02,1007.3,1010.4,1009.4,2015-04-02 00:01,1005.5,2015-04-02 16:19,26.5,29.9,2015-04-02 12:57,23.9,2015-04-02 05:54,22.5,79,65,2015-04-02 12:56,4.2,210.0,11.7,230.0,2015-04-02 16:24,0.0,0.0,0.0,,0.0,,10.8,87.6,23.10,17.5,
2015-04-03,1006.8,1009.9,1008.5,2015-04-03 09:19,1005.0,2015-04-03 03:17,26.4,30.1,2015-04-03 11:49,23.9,2015-04-03 05:42,22.4,79,62,2015-04-03 12:39,3.9,210.0,10.2,190.0,2015-04-03 08:58,0.0,0.0,0.0,,0.0,,11.1,89.8,24.59,11.0,
2015-04-04,1008.7,1011.8,1010.5,2015-04-04 21:04,1006.7,2015-04-04 03:35,26.6,30.5,2015-04-04 12:35,23.7,2015-04-04 05:47,22.1,77,55,2015-04-04 12:03,2.7,220.0,10.2,240.0,2015-04-04 13:53,0.0,0.0,0.0,,0.0,,11.5,92.9,24.63,14.6,
2015-04-05,1008.7,1011.8,1010.0,2015-04-05 08:45,1006.5,2015-04-05 15:27,27.6,32.3,2015-04-05 11:23,24.3,2015-04-05 05:12,22.1,72,57,2015-04-05 11:05,3.5,30.0,10.8,350.0,2015-04-05 13:41,0.0,0.0,0.0,,0.0,,10.8,87.1,23.42,19.4,
2015-04-06,1009.2,1012.3,1011.3,2015-04-06 21:53,1007.0,2015-04-06 03:51,27.2,31.6,2015-04-06 10:44,25.0,2015-04-06 04:07,22.1,74,62,2015-04-06 10:43,2.9,40.0,9.4,180.0,2015-04-06 12:54,2.0,0.6,1.5,2015-04-06 12:56,2.0,2015-04-06 12:54,3.4,27.4,14.07,12.3,
2015-04-07,1011.3,1014.4,1014.3,2015-04-07 22:56,1009.2,2015-04-07 03:14,24.7,28.4,2015-04-07 10:38,20.5,2015-04-07 23:50,20.3,77,67,2015-04-07 16:40,4.0,20.0,10.9,20.0,2015-04-07 22:55,0.0,0.0,0.0,,0.0,,2.1,16.9,12.65,5.1,
2015-04-08,1014.2,1017.4,1015.7,2015-04-08 21:44,1012.6,2015-04-08 14:53,20.7,26.8,2015-04-08 13:50,17.4,2015-04-08 05:20,14.4,67,54,2015-04-08 13:50,4.8,30.0,11.9,30.0,2015-04-08 01:48,0.0,0.0,0.0,,0.0,,5.8,46.5,18.54,8.6,
2015-04-09,1013.9,1017.0,1015.8,2015-04-09 00:04,1011.6,2015-04-09 15:46,22.4,28.1,2015-04-09 13:04,16.8,2015-04-09 04:53,16.0,68,55,2015-04-09 11:25,3.7,40.0,10.2,20.0,2015-04-09 17:57,0.0,0.0,0.0,,0.0,,10.3,82.5,23.02,6.5,
2015-04-10,1013.4,1016.6,1015.0,2015-04-10 08:12,1011.7,2015-04-10 15:21,23.1,28.9,2015-04-10 13:48,19.2,2015-04-10 23:33,17.2,70,55,2015-04-10 13:16,4.3,20.0,10.9,30.0,2015-04-10 21:11,0.0,0.0,0.0,,0.0,,8.2,65.5,21.78,9.9,
2015-04-11,1014.9,1018.1,1016.5,2015-04-11 19:57,1012.7,2015-04-11 02:59,18.3,21.0,2015-04-11 09:58,17.2,2015-04-11 23:42,15.8,86,73,2015-04-11 08:42,4.1,30.0,11.0,30.0,2015-04-11 12:36,11.2,8.5,1.0,2015-04-11 12:05,2.3,2015-04-11 11:55,0.0,0.0,2.67,3.8,
2015-04-12,1014.1,1017.3,1015.8,2015-04-12 00:01,1012.2,2015-04-12 14:31,20.7,26.4,2015-04-12 13:23,16.9,2015-04-12 03:58,17.6,83,65,2015-04-12 13:23,4.2,30.0,11.5,350.0,2015-04-12 15:21,1.0,4.7,0.5,2015-04-12 03:49,0.5,2015-04-12 02:59,5.6,44.6,20.20,5.0,
2015-04-13,1013.4,1016.6,1015.0,2015-04-13 08:59,1011.1,2015-04-13 15:51,22.1,26.5,2015-04-13 14:51,18.9,2015-04-13 05:56,14.0,62,42,2015-04-13 18:24,5.0,20.0,14.7,10.0,2015-04-13 08:37,T,0.2,-9.8,2015-04-13 00:53,-9.8,2015-04-13 00:53,11.2,89.0,24.22,6.5,
2015-04-14,1014.2,1017.4,1016.3,2015-04-14 07:45,1011.9,2015-04-14 16:48,20.9,24.7,2015-04-14 13:19,17.9,2015-04-14 04:57,6.9,42,21,2015-04-14 10:57,4.3,30.0,12.9,360.0,2015-04-14 13:14,0.0,0.0,0.0,,0.0,,11.4,90.5,26.82,14.5,
2015-04-15,1013.3,1016.4,1015.0,2015-04-15 09:02,1011.1,2015-04-15 16:12,22.7,27.2,2015-04-15 14:09,17.2,2015-04-15 04:17,13.9,58,49,2015-04-15 08:57,3.1,200.0,12.4,200.0,2015-04-15 14:37,0.0,0.0,0.0,,0.0,,11.4,90.3,24.88,12.1,
2015-04-16,1012.0,1015.1,1013.6,2015-04-16 08:27,1009.7,2015-04-16 17:00,25.3,30.3,2015-04-16 10:17,21.9,2015-04-16 05:25,17.6,63,37,2015-04-16 11:01,2.3,120.0,8.3,270.0,2015-04-16 12:36,0.0,0.0,0.0,,0.0,,11.6,91.7,25.55,12.1,
2015-04-17,1010.8,1013.9,1012.9,2015-04-17 08:49,1009.3,2015-04-17 15:31,25.7,30.0,2015-04-17 12:25,21.5,2015-04-17 05:51,21.3,77,63,2015-04-17 11:40,2.3,260.0,10.6,190.0,2015-04-17 23:54,0.0,0.0,0.0,,0.0,,8.0,63.2,21.55,5.9,
2015-04-18,1008.9,1011.9,1010.7,2015-04-18 08:56,1006.6,2015-04-18 16:11,28.2,31.6,2015-04-18 12:02,26.2,2015-04-18 02:14,23.2,75,61,2015-04-18 12:08,5.6,190.0,15.3,180.0,2015-04-18 17:45,0.0,0.0,0.0,,0.0,,10.9,85.9,24.07,14.8,
2015-04-19,1007.7,1010.8,1009.0,2015-04-19 08:58,1005.5,2015-04-19 15:36,27.9,31.3,2015-04-19 11:27,26.3,2015-04-19 05:47,22.8,74,58,2015-04-19 11:59,2.9,210.0,7.5,180.0,2015-04-19 01:22,0.0,0.0,0.0,,0.0,,8.0,63.0,21.33,14.9,
2015-04-20,1007.4,1010.5,1009.1,2015-04-20 21:03,1006.1,2015-04-20 15:50,27.8,31.0,2015-04-20 10:31,25.9,2015-04-20 23:52,21.8,70,55,2015-04-20 10:29,1.9,270.0,7.8,240.0,2015-04-20 11:42,0.0,0.0,0.0,,0.0,,9.6,75.4,20.36,16.5,
2015-04-21,1010.2,1013.3,1012.8,2015-04-21 21:49,1007.6,2015-04-21 02:32,24.2,26.2,2015-04-21 02:03,21.4,2015-04-21 22:19,21.5,85,76,2015-04-21 19:08,2.2,20.0,10.9,30.0,2015-04-21 06:37,11.6,7.1,1.5,2015-04-21 08:17,3.5,2015-04-21 08:19,0.0,0.0,2.50,6.5,
2015-04-22,1013.3,1016.4,1015.7,2015-04-22 21:08,1011.5,2015-04-22 02:59,24.1,29.3,2015-04-22 14:10,20.3,2015-04-22 06:01,19.2,75,63,2015-04-22 12:57,3.4,10.0,9.1,20.0,2015-04-22 02:29,T,0.3,-9.8,2015-04-22 01:43,-9.8,2015-04-22 01:43,8.6,67.3,22.08,4.1,
2015-04-23,1014.7,1017.8,1016.2,2015-04-23 21:49,1013.3,2015-04-23 14:17,24.5,29.5,2015-04-23 13:40,21.3,2015-04-23 05:17,19.3,73,61,2015-04-23 11:02,3.1,10.0,10.4,340.0,2015-04-23 15:18,0.0,0.0,0.0,,0.0,,7.5,58.6,20.85,6.3,
2015-04-24,1013.7,1016.8,1015.2,2015-04-24 08:52,1011.9,2015-04-24 16:14,25.0,29.7,2015-04-24 12:49,22.3,2015-04-24 02:01,20.8,78,60,2015-04-24 12:49,3.6,20.0,10.5,310.0,2015-04-24 13:53,0.0,0.0,0.0,,0.0,,8.8,68.7,21.67,3.8,
2015-04-25,1012.8,1015.9,1014.2,2015-04-25 09:17,1010.9,2015-04-25 16:32,25.5,30.6,2015-04-25 11:50,22.4,2015-04-25 02:17,20.5,74,58,2015-04-25 12:30,2.8,10.0,8.6,10.0,2015-04-25 18:36,0.0,0.0,0.0,,0.0,,8.8,68.6,20.62,5.3,
2015-04-26,1012.8,1015.9,1014.5,2015-04-26 08:41,1011.3,2015-04-26 15:21,25.3,30.2,2015-04-26 13:16,21.4,2015-04-26 05:19,19.4,70,55,2015-04-26 12:53,2.4,10.0,6.9,20.0,2015-04-26 01:14,0.0,0.0,0.0,,0.0,,11.0,85.6,23.72,5.4,
2015-04-27,1011.2,1014.3,1013.3,2015-04-27 08:08,1009.2,2015-04-27 16:15,26.3,30.4,2015-04-27 12:00,22.5,2015-04-27 04:22,20.4,71,57,2015-04-27 13:47,2.1,30.0,8.2,320.0,2015-04-27 15:34,0.0,0.0,0.0,,0.0,,10.5,81.6,23.25,5.1,
2015-04-28,1008.7,1011.8,1010.3,2015-04-28 00:02,1007.2,2015-04-28 15:45,27.5,31.4,2015-04-28 11:16,25.1,2015-04-28 05:36,21.0,69,55,2015-04-28 10:30,1.9,30.0,7.4,280.0,2015-04-28 14:03,0.0,0.0,0.0,,0.0,,10.0,77.6,23.37,9.0,
2015-04-29,1008.3,1011.4,1009.7,2015-04-29 11:00,1006.2,2015-04-29 03:24,26.8,30.0,2015-04-29 11:59,24.8,2015-04-29 03:44,22.3,77,62,2015-04-29 11:00,2.4,280.0,7.8,260.0,2015-04-29 12:58,0.0,0.0,0.0,,0.0,,7.7,59.6,21.99,7.6,
2015-04-30,1009.0,1012.1,1010.2,2015-04-30 10:03,1007.3,2015-04-30 16:14,27.3,31.4,2015-04-30 12:50,25.1,2015-04-30 06:18,22.2,74,57,2015-04-30 12:46,2.2,310.0,7.8,320.0,2015-04-30 13:07,0.0,0.0,0.0,,0.0,,9.0,69.6,22.24,5.5,
2015-05-01,1008.8,1011.9,1010.2,2015-05-01 08:24,1007.0,2015-05-01 15:37,27.4,30.7,2015-05-01 12:44,25.1,2015-05-01 05:12,22.1,73,66,2015-05-01 11:17,2.1,320.0,8.4,360.0,2015-05-01 14:20,0.0,0.0,0.0,,0.0,,4.7,36.3,18.13,4.8,
2015-05-02,1008.1,1011.2,1009.2,2015-05-02 00:12,1006.6,2015-05-02 16:48,27.8,31.1,2015-05-02 09:59,25.6,2015-05-02 04:21,22.9,75,63,2015-05-02 09:58,3.0,220.0,12.3,210.0,2015-05-02 11:48,0.0,0.0,0.0,,0.0,,11.3,87.1,24.34,8.6,
2015-05-03,1008.1,1011.2,1009.6,2015-05-03 07:50,1006.3,2015-05-03 16:37,27.8,31.3,2015-05-03 13:16,25.6,2015-05-03 03:44,23.3,77,64,2015-05-03 13:16,2.4,170.0,8.3,250.0,2015-05-03 14:41,0.0,0.0,0.0,,0.0,,9.4,72.4,23.10,11.3,
2015-05-04,1008.3,1011.4,1009.6,2015-05-04 08:59,1006.9,2015-05-04 15:59,28.0,31.4,2015-05-04 11:52,25.4,2015-05-04 04:04,23.8,79,63,2015-05-04 12:12,2.0,280.0,8.4,290.0,2015-05-04 15:19,3.5,0.4,2.5,2015-05-04 03:47,3.5,2015-05-04 03:42,8.5,65.4,21.12,12.0,
2015-05-05,1007.4,1010.5,1009.0,2015-05-05 00:01,1005.5,2015-05-05 17:15,26.2,29.2,2015-05-05 14:10,23.8,2015-05-05 04:30,22.4,80,69,2015-05-05 14:09,2.4,10.0,7.9,360.0,2015-05-05 02:52,0.5,0.4,0.5,2015-05-05 08:48,0.5,2015-05-05 08:48,2.0,15.4,8.59,5.3,
